season,date,location,race_id,circuitName,weather,lat,long,name,status
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Lewis Hamilton,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Daniel Ricciardo,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Nico Rosberg,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Nico Hulkenberg,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Felipe Massa,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Jenson Button,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Kimi Raikkonen,DNF
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Sebastian Vettel,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Sergio Perez,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Marcus Ericsson,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Pastor Maldonado,DNF
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Romain Grosjean,DNF
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Carlos Sainz Jnr,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Felipe Nasr,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,"overcast, 19°c (66°f) dry",-37.8497,144.968,Max Verstappen,DNF
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Lewis Hamilton,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Daniel Ricciardo,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Nico Rosberg,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Nico Hulkenberg,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Felipe Massa,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Jenson Button,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Kimi Raikkonen,DNF
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Sebastian Vettel,F
2015,2015-03-15,Melbourne,20,Albert Park Grand Prix Circuit,partly cloudy 17.5°c  (63.5°f) air temperature 34.5°c  (94.5°f) track temperature 6m/s  (20ft/s) wind from the south ,-37.8497,144.968,Sergio Perez,F
